,produção,velocidade,fluxo_cx,fluxo_massa,cs%cx,cs%mistura,cs%maquina,gramatura,p_vapor,temp_vapor
11/10/23,3256,184,126821,67468,"1,88","3,19","3,05","1129,75","1,99","104,17"
11/10/23,3299,00,3583,17,"1,00","3,13","3,06","1129,89","0,13","94,19"
11/10/23,3017,170,114075,47775,"1,65","3,19","3,08","1129,54","0,03","91,44"
11/10/23,3016,170,115047,47915,"1,64","3,21","3,07","1129,20","0,06","89,12"
11/10/23,3016,170,115704,48088,"1,65","3,15","3,07","1128,85","0,12","95,74"
11/10/23,3016,170,115541,47914,"1,65","3,21","3,07","1128,50","0,20","101,89"
11/10/23,3016,170,115639,47978,"1,66","3,02","3,09","1128,15","0,35","106,72"
11/10/23,3016,170,115827,47914,"1,65","3,06","3,10","1127,80","0,03","81,91"
11/10/23,3016,170,113574,48548,"1,67","3,04","3,10","1127,45","0,04","75,01"
11/10/23,3016,170,110252,52003,"1,78","3,03","3,10","1127,21","0,67","115,16"
11/10/23,2983,170,110230,52005,"1,78","3,06","3,10","1127,21","1,05","109,48"
11/10/23,3016,170,109900,51923,"1,76","3,07","3,10","1127,21","0,24","102,28"
11/10/23,3015,170,109815,52115,"1,76","3,05","3,10","1127,21","0,03","79,74"
11/10/23,3014,170,108765,51861,"1,78","3,03","3,10","1127,21","0,58","106,99"
11/10/23,2973,170,107961,51973,"1,79","3,06","3,10","1127,21","1,59","109,49"
12/10/23,2514,170,108042,54983,"1,91","3,04","3,10","1013,79","1,32","101,01"
12/10/23,2756,170,111996,56631,"1,88","3,06","3,10","1059,17","0,99","94,57"
12/10/23,2863,173,118201,60727,"1,86","3,01","3,08","1065,05","1,49","99,80"
12/10/23,2955,176,121548,61765,"1,85","3,02","3,08","1081,74","1,56","102,59"
12/10/23,3037,180,124458,63549,"1,83","3,02","3,07","1079,10","1,67","102,70"
12/10/23,3054,183,126354,64473,"1,81","3,03","3,08","1080,78","1,83","103,21"
12/10/23,3114,185,128049,65335,"1,83","3,05","3,07","1080,99","1,70","103,71"
12/10/23,3172,185,128029,65945,"1,84","3,03","3,07","1104,06","1,83","104,22"
12/10/23,3168,185,127924,65879,"1,84","3,01","3,07","1098,19","1,81","104,73"
12/10/23,3253,185,128173,66411,"1,85","3,08","3,06","1120,29","1,91","106,03"
12/10/23,3237,185,126617,65049,"1,87","3,04","3,07","1117,60","2,31","108,18"
12/10/23,3235,185,125888,65558,"1,89","3,03","3,06","1119,56","2,21","108,31"
12/10/23,3220,185,125805,65059,"1,88","3,06","3,06","1122,98","2,19","107,93"
12/10/23,3221,185,125681,65422,"1,89","3,09","3,05","1126,09","2,14","107,49"
12/10/23,3254,185,126057,66179,"1,92","3,04","3,06","1126,79","2,06","107,04"
12/10/23,3274,185,125913,65509,"1,90","3,11","3,06","1131,51","2,01","106,59"
12/10/23,3242,185,125911,64893,"1,89","3,07","3,06","1130,74","2,06","106,70"
12/10/23,3224,185,126024,65422,"1,89","3,07","3,06","1127,89","2,01","106,95"
12/10/23,3244,185,125938,65927,"1,89","3,04","3,06","1128,19","2,03","107,21"
12/10/23,3240,185,125866,66015,"1,90","3,07","3,06","1126,78","2,01","107,46"
12/10/23,3238,185,125883,66559,"1,89","3,13","3,06","1128,92","2,13","107,71"
12/10/23,3256,185,125990,66541,"1,89","3,07","3,07","1129,00","2,16","107,96"
12/10/23,3243,185,125676,66789,"1,90","3,05","3,07","1128,75","2,20","107,74"
12/10/23,3233,185,125822,66934,"1,90","3,08","3,07","1127,52","2,13","107,14"
13/10/23,3234,185,125914,67257,"1,93","3,06","3,07","1129,93","2,02","106,55"
13/10/23,3221,185,125872,67938,"1,94","3,12","3,07","1130,29","1,78","105,27"
13/10/23,3236,185,125757,68563,"1,94","3,06","3,07","1124,76","1,61","103,72"
13/10/23,3251,185,125945,69243,"1,95","3,08","3,06","1128,70","1,60","102,18"
13/10/23,3269,185,126009,69334,"1,97","3,10","3,06","1132,94","1,64","102,10"
13/10/23,3220,185,125870,69094,"1,94","3,02","3,06","1130,54","1,74","103,10"
13/10/23,3279,188,127810,69539,"1,93","3,09","3,07","1130,58","2,01","105,00"
13/10/23,3312,190,129265,69441,"1,89","3,06","3,07","1125,56","2,38","107,56"
13/10/23,3346,190,129433,69288,"1,91","3,15","3,07","1131,95","2,48","109,70"
13/10/23,3318,190,129379,69708,"1,89","3,08","3,06","1132,75","2,44","109,53"
13/10/23,3352,190,128956,69736,"1,91","3,08","3,07","1129,15","2,46","109,35"
13/10/23,3367,190,129048,69839,"1,90","3,07","3,07","1129,26","2,50","109,17"
13/10/23,3381,191,129977,70002,"1,90","3,06","3,07","1132,36","2,51","107,74"
13/10/23,3394,193,131237,70696,"1,90","3,08","3,07","1131,20","2,65","108,75"
13/10/23,3411,194,131747,71715,"1,91","3,03","3,06","1131,51","2,50","108,21"
13/10/23,3432,195,132544,72132,"1,90","3,10","3,06","1133,40","2,44","107,67"
13/10/23,3447,195,132378,72187,"1,90","3,10","3,06","1134,52","2,36","107,13"
13/10/23,3436,195,132500,71711,"1,90","3,05","3,06","1133,77","2,28","106,59"
13/10/23,3444,196,133139,71539,"1,90","3,09","3,06","1131,26","2,39","106,42"
13/10/23,3467,197,133945,72159,"1,89","3,06","3,07","1128,49","2,34","106,79"
13/10/23,3436,197,133706,72370,"1,91","3,08","3,07","1128,05","2,18","106,57"
13/10/23,3446,197,133661,73494,"1,89","3,06","3,06","1131,19","2,03","105,63"
13/10/23,3477,197,133743,73391,"1,90","3,04","3,06","1131,18","2,21","106,23"
13/10/23,3496,197,133889,73191,"1,90","3,04","3,07","1131,10","2,39","107,30"
14/10/23,3479,197,133871,73215,"1,89","3,06","3,06","1130,80","2,49","108,36"
14/10/23,3489,197,133910,73050,"1,89","3,03","3,07","1136,40","2,47","108,90"
14/10/23,3480,197,133926,73337,"1,89","3,10","3,07","1128,20","2,42","108,75"
14/10/23,3476,197,134015,72883,"1,88","3,08","3,07","1127,91","2,45","108,60"
14/10/23,3478,197,134055,72653,"1,89","3,06","3,07","1128,81","2,47","108,46"
14/10/23,3472,197,133709,72816,"1,87","3,09","3,07","1131,41","2,50","108,31"
14/10/23,3438,197,133816,72338,"1,87","3,08","3,06","1126,90","2,56","107,39"
14/10/23,3486,197,133762,72112,"1,86","3,06","3,07","1132,51","2,69","108,32"
14/10/23,3466,197,133637,72573,"1,88","3,07","3,07","1127,25","2,61","109,11"
14/10/23,3495,197,133668,72435,"1,88","3,05","3,07","1129,92","2,56","108,72"
14/10/23,3503,198,134217,72053,"1,87","3,08","3,07","1134,86","2,36","108,47"
14/10/23,3468,198,134264,72180,"1,88","3,03","3,07","1128,99","2,55","109,06"
14/10/23,3496,199,135200,72359,"1,88","3,11","3,07","1133,25","2,66","110,06"
14/10/23,3498,199,135049,72129,"1,89","3,10","3,07","1131,11","2,63","110,43"
14/10/23,3526,200,135614,72976,"1,88","3,09","3,07","1131,85","2,79","110,49"
14/10/23,3535,200,135937,72874,"1,88","3,08","3,07","1133,04","2,87","110,32"
14/10/23,3498,200,135697,72599,"1,89","3,08","3,07","1129,72","2,86","110,57"
14/10/23,3518,200,135619,73188,"1,89","3,09","3,07","1130,01","2,98","110,80"
14/10/23,3513,200,135648,72944,"1,89","3,08","3,07","1132,33","2,76","110,28"
14/10/23,3500,200,135943,72902,"1,89","3,08","3,06","1130,39","2,75","109,20"
14/10/23,3535,200,135883,73980,"1,89","3,13","3,07","1130,10","2,90","109,96"
14/10/23,3527,200,136033,74181,"1,90","3,02","3,06","1131,78","2,91","110,33"
14/10/23,3522,200,135857,73935,"1,89","3,09","3,06","1132,81","2,84","110,71"
14/10/23,3527,200,136040,73905,"1,89","3,09","3,06","1127,86","2,88","111,08"
15/10/23,3508,200,136198,73734,"1,90","3,10","3,06","1131,99","2,86","111,45"
15/10/23,3509,200,135871,74174,"1,90","3,10","3,06","1129,79","2,87","111,83"
15/10/23,3523,200,135841,73836,"1,89","3,08","3,05","1131,81","2,96","112,20"
15/10/23,3552,200,135885,73478,"1,90","3,10","3,05","1130,67","3,08","112,58"
15/10/23,3497,200,136045,72858,"1,88","3,06","3,06","1129,71","3,09","112,21"
15/10/23,3522,200,136024,72787,"1,87","3,10","3,05","1132,07","2,90","109,74"
15/10/23,3532,200,135868,73079,"1,88","3,08","3,05","1129,29","2,95","109,87"
15/10/23,3504,200,136108,72521,"1,88","3,07","3,06","1128,92","2,91","110,14"
15/10/23,3539,200,135866,72553,"1,88","3,08","3,06","1129,79","2,89","110,41"
15/10/23,3538,200,135966,71925,"1,89","3,04","3,07","1133,82","2,98","110,67"
15/10/23,3515,200,135698,71664,"1,88","3,09","3,07","1132,54","3,04","110,86"
15/10/23,3518,200,136146,71075,"1,87","3,11","3,06","1130,42","3,04","111,05"
15/10/23,3506,200,135797,70787,"1,88","3,09","3,06","1132,41","2,98","111,24"
15/10/23,3518,200,135591,71061,"1,87","3,09","3,05","1128,51","2,90","111,29"
15/10/23,3518,200,135689,71459,"1,88","3,02","3,04","1128,49","2,86","111,21"
15/10/23,3527,200,136132,71385,"1,88","3,04","3,05","1132,01","2,84","111,14"
15/10/23,3522,200,135984,71829,"1,89","3,07","3,04","1131,12","2,81","111,07"
15/10/23,3511,200,135967,72299,"1,89","3,11","3,05","1130,75","2,82","110,99"
15/10/23,3525,200,135956,71980,"1,89","3,06","3,05","1129,88","2,77","110,92"
15/10/23,3509,200,135923,72295,"1,88","3,13","3,05","1128,60","2,82","110,85"
15/10/23,3510,200,135998,72172,"1,86","3,07","3,05","1129,74","2,73","110,77"
15/10/23,3504,200,135990,72168,"1,87","3,11","3,05","1127,62","2,69","110,32"
15/10/23,3522,200,136164,72876,"1,88","3,11","3,06","1129,10","2,75","109,55"
15/10/23,3517,200,135998,73169,"1,89","3,06","3,06","1129,98","2,75","109,09"
16/10/23,3525,200,136052,73170,"1,89","3,09","3,06","1132,07","2,73","109,32"
16/10/23,3529,200,135863,73374,"1,90","3,11","3,06","1131,60","2,78","109,60"
16/10/23,3510,200,135858,73251,"1,89","3,07","3,06","1131,95","2,75","109,88"
16/10/23,3512,200,135887,73435,"1,88","3,12","3,05","1132,30","2,74","110,16"
16/10/23,3526,200,136017,73402,"1,88","3,14","3,05","1131,64","2,81","110,45"
16/10/23,3529,200,136009,73270,"1,89","3,06","3,05","1129,96","2,81","110,73"
16/10/23,3522,200,135890,73375,"1,88","3,07","3,05","1129,87","2,85","111,01"
16/10/23,3529,200,135897,73527,"1,89","3,06","3,05","1130,74","2,85","111,29"
16/10/23,3538,200,135922,73429,"1,89","3,05","3,05","1132,59","2,92","111,24"
16/10/23,3521,200,135666,72598,"1,89","3,11","3,06","1135,09","2,77","111,19"
16/10/23,3535,200,135644,72173,"1,89","3,14","3,05","1134,24","2,77","111,13"
16/10/23,3519,200,135709,72037,"1,88","3,06","3,05","1129,29","2,76","111,07"
16/10/23,3537,201,136605,71820,"1,88","3,10","3,05","1130,34","2,78","111,02"
16/10/23,3551,201,136556,72468,"1,89","3,07","3,04","1131,28","2,84","110,23"
16/10/23,3544,202,137284,72428,"1,88","3,04","3,05","1128,25","2,92","110,15"
16/10/23,3574,202,137308,72330,"1,87","3,08","3,04","1129,93","2,99","111,04"
16/10/23,3552,202,137552,72148,"1,87","3,11","3,05","1130,74","2,92","111,65"
16/10/23,3539,202,137377,72099,"1,87","3,11","3,05","1129,69","2,82","110,29"
16/10/23,3552,202,137411,72452,"1,88","3,09","3,06","1127,73","2,93","109,82"
16/10/23,3551,202,137229,73746,"1,89","3,14","3,05","1136,87","2,86","110,13"
16/10/23,3553,202,137198,73226,"1,88","3,13","3,05","1132,73","2,86","110,44"
16/10/23,3551,202,137302,73542,"1,88","3,11","3,06","1131,91","2,89","110,75"
16/10/23,3563,202,137430,74033,"1,89","3,10","3,05","1129,99","2,93","111,06"
16/10/23,3563,202,137380,74115,"1,87","3,09","3,05","1127,22","2,91","111,37"
17/10/23,3551,202,137264,75452,"1,88","3,06","3,05","1130,03","2,90","111,68"
17/10/23,3578,202,137572,74381,"1,89","3,07","3,05","1135,21","3,00","111,82"
17/10/23,3548,202,137468,74283,"1,87","3,10","3,06","1128,85","3,05","111,96"
17/10/23,3526,201,136545,74090,"1,87","3,07","3,06","1124,64","3,04","110,86"
17/10/23,3511,200,136267,73884,"1,86","3,11","3,06","1130,64","3,01","110,75"
17/10/23,3530,198,134844,73066,"1,87","3,11","3,06","1132,78","2,87","110,63"
17/10/23,3438,194,131872,70657,"1,87","3,09","3,07","1137,19","2,65","110,23"
17/10/23,3358,190,129170,68732,"1,88","3,10","3,07","1132,36","2,40","107,66"
17/10/23,3323,190,129050,68673,"1,89","3,09","3,07","1126,30","2,36","107,74"
17/10/23,3316,190,129105,68325,"1,88","3,07","3,08","1129,54","2,37","108,55"
17/10/23,3336,190,129290,69494,"1,89","3,06","3,07","1130,12","2,24","107,10"
17/10/23,3378,190,129224,69073,"1,88","3,08","3,07","1133,68","2,31","106,91"
17/10/23,3357,190,128952,68858,"1,89","3,10","3,07","1134,81","2,44","106,90"
17/10/23,3317,190,129235,68272,"1,88","3,10","3,08","1126,39","2,40","107,08"
17/10/23,3337,190,129074,69546,"1,88","3,06","3,08","1128,40","2,40","107,27"
17/10/23,3322,190,129089,69860,"1,89","3,11","3,06","1132,22","2,43","107,46"
17/10/23,3324,190,129287,69135,"1,90","3,10","3,08","1130,53","2,39","107,65"
17/10/23,3335,190,129252,68852,"1,89","3,15","3,08","1129,95","2,39","107,84"
17/10/23,3346,190,129216,68593,"1,89","3,04","3,06","1131,20","2,32","108,03"
17/10/23,3358,190,129278,68694,"1,89","3,13","3,07","1135,74","2,43","108,35"
17/10/23,3384,190,129269,68350,"1,89","3,14","3,07","1133,89","2,48","108,69"
17/10/23,3346,190,129433,68657,"1,89","3,13","3,07","1132,96","2,48","109,03"
17/10/23,3393,191,129771,68983,"1,89","3,09","3,07","1135,32","2,56","109,37"
17/10/23,3402,192,130496,69305,"1,88","3,05","3,08","1132,28","2,63","109,71"
18/10/23,3365,192,130493,69169,"1,88","3,14","3,08","1133,60","2,55","110,05"
18/10/23,3388,192,130565,69222,"1,88","3,12","3,08","1129,61","2,62","110,40"
18/10/23,3416,194,131846,69917,"1,88","3,11","3,07","1127,27","2,76","110,44"
18/10/23,3365,192,130431,69402,"1,90","3,05","3,08","1127,70","2,61","108,59"
18/10/23,3367,190,129122,68712,"1,89","3,11","3,08","1135,30","2,64","108,35"
18/10/23,3316,190,129171,69040,"1,88","3,09","3,07","1127,86","2,48","109,07"
18/10/23,3362,190,129206,69262,"1,90","3,14","3,07","1132,01","2,50","108,81"
18/10/23,3348,190,129321,68714,"1,91","3,10","3,07","1131,79","2,62","109,21"
18/10/23,3365,190,129148,68785,"1,89","3,14","3,07","1136,69","2,71","109,96"
18/10/23,3335,190,129008,68209,"1,90","3,13","3,07","1132,45","2,04","104,42"
18/10/23,3158,175,119100,52324,"1,75","3,08","3,10","1133,36","0,01","94,64"
18/10/23,3065,170,113030,48017,"1,68","3,09","3,11","1133,74","0,02","101,57"
18/10/23,3064,170,111911,48059,"1,71","3,10","3,11","1134,12","0,03","73,63"
18/10/23,3063,170,111415,48011,"1,70","3,08","3,11","1134,51","0,04","64,15"
18/10/23,3061,170,110230,49944,"1,74","3,10","3,11","1134,89","0,51","111,04"
18/10/23,3022,170,109262,49998,"1,75","3,08","3,11","1135,27","1,46","109,23"
18/10/23,2330,170,109851,51197,"1,83","3,11","3,11","945,48","2,38","107,13"
18/10/23,2478,170,110792,53721,"1,86","3,09","3,10","995,60","1,19","97,94"
18/10/23,2676,170,111634,55475,"1,87","3,12","3,10","1039,71","0,93","94,15"
18/10/23,2706,170,113628,56654,"1,86","3,06","3,10","1040,92","1,05","95,11"
18/10/23,2726,170,113962,56849,"1,85","3,12","3,10","1049,01","1,04","96,07"
18/10/23,2747,170,115345,57743,"1,85","3,09","3,10","1050,46","1,07","97,04"
18/10/23,2826,173,117979,59086,"1,83","3,14","3,09","1058,45","1,14","98,00"
18/10/23,2923,175,119694,61796,"1,87","3,08","3,08","1085,65","1,35","98,88"
19/10/23,2944,175,119630,61951,"1,86","3,10","3,08","1085,13","1,29","99,78"
19/10/23,3043,177,121107,63046,"1,86","3,14","3,08","1098,06","1,39","100,80"
19/10/23,3051,180,123962,64922,"1,90","3,13","3,08","1102,77","1,50","101,75"
19/10/23,3231,180,123437,64246,"1,84","2,91","3,03","1131,56","1,48","100,66"
19/10/23,3061,180,123983,65105,"1,91","3,11","3,08","1097,82","1,35","100,97"
19/10/23,3140,183,126163,65969,"1,90","3,11","3,08","1106,27","1,56","100,85"
19/10/23,3204,185,126806,66684,"1,90","3,08","3,07","1106,88","1,67","103,03"
19/10/23,3180,185,126340,66072,"1,89","3,14","3,07","1101,34","1,79","104,16"
19/10/23,3194,185,126154,65614,"1,88","3,06","3,08","1101,31","1,95","105,14"
19/10/23,3175,185,126236,64951,"1,88","3,08","3,08","1099,09","1,83","103,51"
19/10/23,3153,185,126692,65714,"1,91","3,11","3,08","1101,13","1,62","102,00"
19/10/23,3157,187,127939,66655,"1,88","3,09","3,08","1095,17","1,74","102,26"
19/10/23,3270,190,130061,67823,"1,90","3,15","3,08","1108,08","1,94","105,14"
19/10/23,3332,190,130377,68745,"1,91","3,12","3,08","1128,09","2,23","107,35"
19/10/23,3344,190,130683,68861,"1,90","3,10","3,08","1131,29","2,10","107,15"
19/10/23,3337,190,130747,69335,"1,90","3,13","3,08","1128,39","1,98","106,96"
19/10/23,3312,190,130704,69511,"1,89","3,03","3,08","1127,67","2,02","106,76"
19/10/23,3359,190,130698,69242,"1,90","3,10","3,07","1130,92","2,13","106,69"
19/10/23,3328,190,130756,69513,"1,87","3,11","3,07","1131,71","2,09","106,65"
19/10/23,3349,190,130779,69591,"1,88","3,05","3,07","1130,86","2,08","106,61"
19/10/23,3323,190,130579,69199,"1,90","3,10","3,07","1130,73","2,06","106,58"
19/10/23,3311,190,130815,69650,"1,89","3,09","3,08","1130,26","2,03","106,54"
19/10/23,3324,190,130476,70115,"1,90","3,13","3,08","1129,95","2,07","106,50"
19/10/23,3308,192,132171,71922,"1,91","3,12","3,07","1113,40","2,09","105,84"
20/10/23,3348,192,131989,70901,"1,89","3,10","3,07","1131,98","2,16","105,98"
20/10/23,3344,192,131999,70614,"1,89","3,14","3,07","1130,19","2,13","106,62"
20/10/23,3389,193,132745,71433,"1,89","3,13","3,07","1131,31","2,34","107,19"
20/10/23,3396,194,133556,71955,"1,88","3,10","3,07","1132,35","2,30","107,69"
20/10/23,3420,194,133455,71519,"1,89","3,06","3,08","1132,51","2,32","108,19"
20/10/23,3413,194,133382,71304,"1,89","3,11","3,07","1133,70","2,36","108,69"
20/10/23,3407,194,133452,71899,"1,89","3,10","3,08","1127,39","2,41","109,19"
20/10/23,3415,194,133365,72092,"1,88","3,14","3,07","1131,15","2,50","109,69"
20/10/23,3405,194,133368,71982,"1,90","3,07","3,07","1134,64","2,58","110,19"
20/10/23,3422,194,133345,71228,"1,89","3,09","3,08","1132,47","2,59","110,69"
20/10/23,3404,194,133485,70103,"1,88","3,13","3,08","1132,56","2,44","109,93"
20/10/23,3438,195,133652,70343,"1,89","3,14","3,08","1132,62","2,65","110,64"
20/10/23,3507,197,134931,71116,"1,89","3,07","3,06","1135,58","2,92","111,77"
20/10/23,3489,197,135582,71028,"1,88","3,15","3,06","1132,29","3,18","111,75"
20/10/23,3467,197,135004,70521,"1,88","3,11","3,06","1129,73","3,38","112,37"
20/10/23,3431,197,135456,70573,"1,88","3,09","3,06","1129,36","3,26","113,04"
20/10/23,3462,197,135317,70895,"1,88","3,09","3,06","1133,14","3,09","113,25"
20/10/23,3462,198,136178,70901,"1,88","3,11","3,06","1129,98","3,29","113,35"
20/10/23,3498,198,135798,70797,"1,90","3,16","3,06","1130,00","3,36","113,56"
20/10/23,3489,198,136088,70671,"1,88","3,07","3,06","1128,57","3,17","113,82"
20/10/23,3523,199,136784,71025,"1,88","3,05","3,06","1130,93","3,33","114,13"
20/10/23,3491,199,136725,71454,"1,89","3,10","3,06","1132,02","3,26","114,17"
20/10/23,3482,199,136794,71561,"1,90","3,12","3,07","1126,90","3,23","114,10"
20/10/23,3576,200,137631,70977,"1,89","2,88","3,07","1142,94","3,45","113,95"
21/10/23,3427,196,134786,70185,"1,90","3,14","3,08","1131,37","3,13","113,06"
21/10/23,3475,198,135181,70893,"1,88","3,15","3,08","1133,06","3,34","114,05"
21/10/23,3459,198,136104,71012,"1,88","3,13","3,08","1126,02","3,37","115,05"
21/10/23,3497,198,136018,71015,"1,88","3,11","3,08","1135,15","3,61","116,04"
21/10/23,3498,199,136943,70800,"1,87","3,16","3,08","1133,54","3,95","117,03"
21/10/23,3500,199,136862,70722,"1,87","3,14","3,08","1128,48","3,84","116,81"
21/10/23,3531,199,136865,70532,"1,88","3,14","3,09","1131,17","3,82","114,69"
21/10/23,3551,200,137401,70373,"1,87","3,13","3,07","1131,05","3,80","114,89"
21/10/23,3503,200,137267,71441,"1,88","3,12","3,07","1133,08","3,83","115,09"
21/10/23,3531,200,137132,71511,"1,89","3,11","3,07","1127,90","3,71","115,29"
21/10/23,3536,200,136881,70462,"1,88","3,10","3,08","1135,43","3,71","115,49"
21/10/23,3501,200,137113,69948,"1,87","3,11","3,07","1132,79","3,54","115,32"
21/10/23,3550,200,136843,69792,"1,86","3,11","3,07","1132,30","3,47","114,79"
21/10/23,3543,200,137054,70274,"1,87","3,17","3,05","1128,99","3,56","114,58"
21/10/23,3528,200,137523,70418,"1,87","3,09","3,05","1132,54","3,66","114,70"
21/10/23,3523,200,137101,70320,"1,87","3,05","3,05","1129,24","3,64","114,82"
21/10/23,3514,200,137058,70402,"1,87","3,12","3,06","1132,99","3,50","114,95"
21/10/23,3554,200,137289,70341,"1,88","3,15","3,06","1130,10","3,43","114,98"
21/10/23,3522,200,137208,70207,"1,87","3,12","3,07","1129,05","3,40","115,00"
21/10/23,3514,200,136978,70436,"1,87","3,13","3,07","1129,83","3,38","115,01"
21/10/23,3496,200,137373,70620,"1,87","3,11","3,08","1134,50","3,44","115,02"
21/10/23,3513,200,137177,70872,"1,87","3,14","3,07","1127,88","3,53","115,03"
21/10/23,3511,200,137427,70928,"1,88","3,14","3,08","1132,84","3,49","115,05"
21/10/23,3521,200,137334,71245,"1,86","3,14","3,07","1129,69","3,44","115,06"
22/10/23,3538,200,137294,71342,"1,88","3,10","3,07","1130,98","3,45","115,07"
22/10/23,3504,200,137217,71229,"1,88","3,13","3,07","1133,44","3,48","114,53"
22/10/23,3511,196,129892,53308,"1,66","3,09","3,10","1129,28","1,36","121,67"
22/10/23,3043,170,107588,51917,"1,86","3,13","3,11","1128,73","0,05","89,25"
22/10/23,3043,170,105563,51964,"1,90","3,12","3,11","1128,17","0,37","111,95"
22/10/23,3042,170,105616,50949,"1,87","3,14","3,12","1127,61","0,15","105,96"
22/10/23,3042,170,104762,50989,"1,83","3,12","3,12",Bad,"0,03","100,86"
22/10/23,3042,170,102822,50946,"1,85","3,10","3,12",Bad,"0,03","72,86"
22/10/23,3042,170,102830,50124,"1,83","3,11","3,12",Bad,"1,71","110,37"
22/10/23,3002,170,108458,50095,"1,75","3,09","3,12",Bad,"1,22","108,59"
22/10/23,2474,170,108033,53781,"1,96","3,15","3,12","1008,87","2,04","105,34"
22/10/23,2736,170,108764,55482,"1,99","3,09","3,09","1077,54","1,29","99,64"
22/10/23,2792,170,113265,55525,"1,89","3,10","3,08","1060,24","1,12","96,21"
22/10/23,2891,174,116118,58146,"1,89","3,10","3,07","1060,22","1,72","101,72"
22/10/23,3017,180,121755,60619,"1,85","3,15","3,06","1068,15","1,75","102,61"
22/10/23,3062,180,122588,62659,"1,88","3,09","3,05","1095,50","1,75","102,59"
22/10/23,3089,180,123160,62625,"1,87","3,12","3,06","1098,79","1,82","103,17"
22/10/23,3080,183,125613,63564,"1,86","3,14","3,06","1099,87","1,78","103,57"
22/10/23,3142,185,126805,64359,"1,86","3,08","3,06","1104,85","1,77","103,90"
22/10/23,3174,185,126867,64129,"1,86","3,15","3,07","1103,76","1,81","103,53"
22/10/23,3228,185,126877,64697,"1,88","3,13","3,08","1116,24","2,02","104,78"
22/10/23,3260,186,127448,65848,"1,90","3,14","3,07","1130,85","2,03","106,00"
22/10/23,3290,187,127892,66918,"1,89","3,14","3,07","1130,89","2,03","106,11"
22/10/23,3274,188,129041,67288,"1,89","3,11","3,07","1133,28","1,99","106,23"
23/10/23,3288,188,128903,67600,"1,89","3,16","3,07","1129,68","2,00","106,34"
23/10/23,3288,189,129710,68137,"1,89","3,17","3,08","1130,70","1,97","106,45"
23/10/23,3300,190,130405,68448,"1,90","3,16","3,07","1127,08","2,17","106,57"
23/10/23,3333,190,130487,68419,"1,90","3,15","3,08","1129,33","2,12","107,16"
23/10/23,3363,191,131253,68517,"1,89","3,15","3,07","1132,66","2,27","107,76"
23/10/23,3373,192,131690,69037,"1,89","3,14","3,07","1131,33","2,29","108,35"
23/10/23,3411,193,132594,69733,"1,89","3,10","3,07","1129,21","2,26","108,60"
23/10/23,3405,194,133005,70634,"1,89","3,15","3,07","1129,20","2,32","108,49"
23/10/23,3448,195,133681,71036,"1,90","3,10","3,07","1136,22","2,40","108,38"
23/10/23,3426,195,133820,70408,"1,90","3,08","3,07","1132,73","2,31","107,17"
23/10/23,3440,195,133800,69885,"1,89","3,07","3,07","1134,06","2,44","106,96"
23/10/23,3423,195,133774,69440,"1,88","3,15","3,05","1127,80","2,40","107,37"
23/10/23,3391,195,133840,69182,"1,88","3,09","3,05","1125,88","2,33","107,78"
23/10/23,3441,196,134718,69700,"1,88","3,13","3,04","1134,69","2,43","108,19"
23/10/23,3450,197,135040,69853,"1,90","3,09","3,05","1132,62","2,47","108,60"
23/10/23,3479,198,135576,70268,"1,87","3,16","3,05","1128,47","2,51","109,00"
23/10/23,3466,198,135570,70757,"1,86","3,13","3,05","1126,85","2,52","109,41"
23/10/23,3499,198,135876,70971,"1,88","3,05","3,06","1132,45","2,51","109,74"
23/10/23,3487,198,135488,70806,"1,87","3,10","3,06","1128,18","2,44","109,88"
23/10/23,3473,198,135777,71048,"1,87","3,15","3,06","1125,89","2,46","110,02"
23/10/23,3494,198,135710,71380,"1,87","3,10","3,06","1130,12","2,53","110,16"
23/10/23,3478,198,135849,71289,"1,86","3,08","3,06","1131,48","2,62","110,25"
23/10/23,3473,198,135795,71712,"1,88","3,10","3,06","1132,53","2,64","110,21"
23/10/23,3487,198,135701,71848,"1,87","3,11","3,06","1127,52","2,68","110,16"
24/10/23,3509,198,135816,71608,"1,87","3,16","3,06","1134,16","2,66","110,11"
24/10/23,3509,198,135610,71282,"1,87","3,11","3,06","1131,23","2,66","110,07"
24/10/23,3470,198,135545,71549,"1,88","3,09","3,06","1131,90","2,66","110,02"
24/10/23,3495,198,135740,71885,"1,89","3,12","3,06","1130,07","2,64","109,08"
24/10/23,3494,198,135676,71859,"1,88","3,12","3,06","1128,96","2,66","109,50"
24/10/23,3506,198,135615,72165,"1,88","3,14","3,06","1127,48","2,78","109,91"
24/10/23,3493,198,135635,71706,"1,89","3,14","3,06","1132,00","2,86","110,33"
24/10/23,3437,198,135559,71953,"1,87","3,14","3,07","1124,99","2,83","110,74"
24/10/23,3485,198,135915,72240,"1,88","3,13","3,06","1136,66","2,85","111,16"
24/10/23,3478,198,135652,71409,"1,88","3,13","3,07","1130,96","2,86","111,57"
24/10/23,3499,198,135387,71491,"1,89","3,14","3,07","1130,47","2,82","112,08"
24/10/23,3499,198,135337,71127,"1,89","3,11","3,07","1131,54","3,02","112,59"
24/10/23,3506,198,135520,71316,"1,89","3,15","3,07","1134,21","3,05","112,60"
