,produção,velocidade,fluxo_cx,fluxo_massa,cs%cx,cs%mistura,cs%maquina,gramatura,p_vapor,temp_vapor
14/03/24,3391,192,129234,68849,"1,84","3,22","3,18","1138,16","2,71","109,83"
14/03/24,3442,194,130670,69460,"1,81","3,21","3,18","1139,87","2,75","110,01"
14/03/24,3419,194,130774,69862,"1,84","3,23","3,18","1134,18","2,75","110,04"
15/03/24,3398,194,130548,70053,"1,82","3,23","3,18","1130,37","2,76","110,07"
15/03/24,3416,194,130663,70328,"1,84","3,21","3,18","1133,15","2,71","110,10"
15/03/24,3428,194,130588,70379,"1,80","3,21","3,18","1135,10","2,71","110,13"
15/03/24,3437,194,130587,70576,"1,81","3,22","3,18","1136,52","2,77","110,16"
15/03/24,3430,194,130567,70621,"1,85","3,20","3,18","1137,02","2,78","110,19"
15/03/24,3476,194,130686,70910,"1,84","3,23","3,18","1145,32","2,80","110,21"
15/03/24,3434,194,130532,71071,"1,83","3,24","3,18","1136,78","2,78","110,21"
15/03/24,3420,194,130512,70973,"1,83","3,25","3,18","1135,88","2,84","110,32"
15/03/24,3445,194,130800,70725,"1,84","3,22","3,18","1138,01","2,92","110,74"
15/03/24,3411,194,130550,70528,"1,82","3,22","3,17","1131,97","2,91","111,15"
15/03/24,3449,195,131271,70876,"1,80","3,05","3,17","1133,91","3,06","111,57"
15/03/24,3443,195,131154,70659,"1,80","3,06","3,17","1136,96","3,01","111,99"
15/03/24,3453,196,131921,70477,"1,82","3,11","3,16","1133,44","3,00","111,06"
15/03/24,3458,196,131872,70373,"1,89","3,10","3,15","1134,73","3,08","111,23"
15/03/24,3481,196,131942,70754,"1,85","3,12","3,15","1134,81","3,09","111,40"
15/03/24,3466,196,132070,71331,"1,82","3,07","3,15","1138,98","3,08","111,57"
15/03/24,3453,196,131956,70451,"1,85","3,06","3,16","1133,55","3,07","111,74"
15/03/24,3460,196,131846,70321,"1,75","3,11","3,16","1134,51","3,13","111,91"
15/03/24,3483,196,131478,70232,"1,80","3,10","3,16","1140,45","3,11","111,95"
15/03/24,3460,196,131636,70410,"1,83","3,11","3,15","1131,15","3,16","111,93"
15/03/24,3468,196,131609,70562,"1,78","3,16","3,15","1137,45","3,22","112,30"
15/03/24,3439,196,131445,70957,"1,82","3,11","3,15","1127,74","3,13","112,66"
15/03/24,3443,196,131711,70985,"1,83","3,09","3,15","1131,65","3,27","113,03"
15/03/24,3468,196,131440,71039,"1,82","3,14","3,16","1135,69","3,35","113,40"
16/03/24,3456,196,131759,71095,"1,83","3,07","3,15","1133,29","3,37","113,71"
16/03/24,3472,196,131664,71260,"1,85","3,12","3,15","1136,08","3,41","113,42"
16/03/24,3445,196,131733,71418,"1,82","3,07","3,15","1132,26","3,42","113,59"
16/03/24,3502,196,131442,71363,"1,83","3,06","3,15","1140,66","3,47","113,81"
16/03/24,3474,196,131712,71417,"1,83","3,09","3,15","1134,91","3,48","114,02"
16/03/24,3467,196,131268,71210,"1,84","3,09","3,15","1134,35","3,47","114,23"
16/03/24,3441,196,131457,71373,"1,83","3,08","3,15","1132,16","3,53","114,45"
16/03/24,3442,196,131768,71092,"1,85","3,08","3,15","1133,33","3,55","114,66"
16/03/24,3484,196,131225,71177,"1,85","3,13","3,15","1136,64","3,57","114,87"
16/03/24,3461,195,130767,69910,"1,85","3,13","3,15","1141,60","3,53","115,08"
16/03/24,3439,193,129105,68303,"1,84","3,10","3,18","1141,96","2,87","111,93"
16/03/24,3402,192,128141,67433,"1,81","3,12","3,17","1134,21","2,34","108,02"
16/03/24,3389,192,128385,67360,"1,85","3,10","3,16","1132,65","2,32","106,95"
16/03/24,3392,192,128508,67719,"1,82","3,11","3,15","1135,74","2,35","106,47"
16/03/24,3385,192,128515,68086,"1,82","3,06","3,15","1133,67","2,28","106,27"
16/03/24,3399,192,128534,68091,"1,82","3,07","3,15","1135,27","2,38","106,70"
16/03/24,3408,192,128671,68501,"1,84","3,10","3,15","1136,36","2,43","107,13"
16/03/24,3386,192,128407,68065,"1,83","3,11","3,16","1132,89","2,46","107,55"
16/03/24,3389,192,128532,68075,"1,83","3,10","3,16","1134,04","2,47","107,98"
16/03/24,3408,192,127836,68158,"1,84","3,12","3,16","1138,18","2,47","108,41"
16/03/24,3400,192,127862,70088,"1,82","3,08","3,16","1134,62","2,42","108,23"
16/03/24,3411,192,127733,69390,"1,81","3,10","3,16","1134,27","2,45","108,02"
16/03/24,3406,192,126958,69217,"1,85","3,10","3,17","1140,27","2,74","110,41"
16/03/24,3418,192,126667,68421,"1,84","3,10","3,18","1137,16","2,72","110,76"
17/03/24,3394,192,126714,68349,"1,83","3,10","3,18","1136,11","2,82","111,11"
17/03/24,3385,192,126856,68550,"1,87","3,09","3,17","1132,20","2,95","111,46"
17/03/24,3336,192,126586,68475,"1,84","3,10","3,17","1127,81","2,88","111,80"
17/03/24,3429,193,127259,68690,"1,85","3,12","3,18","1135,17","2,98","112,15"
17/03/24,3419,193,128015,69172,"1,85","3,11","3,17","1136,06","3,13","112,25"
17/03/24,3438,194,127991,69735,"1,85","3,12","3,17","1129,25","3,06","112,21"
17/03/24,3424,194,127872,70098,"1,84","3,12","3,17","1134,05","3,04","112,16"
17/03/24,3418,194,128009,69888,"1,85","3,11","3,18","1134,17","3,04","112,12"
17/03/24,3410,194,127850,71109,"1,83","3,10","3,17","1133,46","3,02","112,08"
17/03/24,3421,194,127845,71505,"1,86","3,12","3,16","1103,39","2,98","112,04"
17/03/24,3369,194,128401,71211,"1,86","3,09","3,17","1127,90","3,03","111,83"
17/03/24,3428,194,128607,72464,"1,86","3,12","3,17","1138,74","2,95","111,02"
17/03/24,3464,194,129667,72770,"1,85","3,08","3,16","1142,81","2,82","110,80"
17/03/24,3437,194,130051,71770,"1,82","3,08","3,16","1139,17","2,91","110,72"
17/03/24,3460,195,130751,71843,"1,81","3,11","3,16","1140,07","2,97","111,15"
17/03/24,3465,196,131341,71964,"1,81","3,10","3,16","1135,38","3,03","111,57"
17/03/24,3469,196,131462,72362,"1,85","3,09","3,16","1135,95","3,07","112,00"
17/03/24,3479,196,131488,72473,"1,82","3,12","3,16","1138,71","3,18","111,20"
17/03/24,3457,196,131583,71765,"1,83","3,11","3,17","1134,57","3,19","111,79"
17/03/24,3461,196,131491,71854,"1,82","3,10","3,17","1134,12","3,19","112,38"
17/03/24,3502,196,131734,72209,"1,85","3,15","3,18","1141,78","3,36","112,97"
17/03/24,3451,196,131612,72086,"1,85","3,10","3,18","1135,43","3,31","113,57"
17/03/24,3477,196,131535,71792,"1,82","3,09","3,17","1138,94","3,13","113,01"
17/03/24,3437,196,131603,72154,"1,80","3,14","3,18","1130,95","2,99","112,26"
18/03/24,3469,196,82236,71676,"1,86","3,14","3,18","1135,10","2,99","111,51"
18/03/24,3507,196,131505,72111,"1,81","3,09","3,18","1142,92","2,96","110,99"
18/03/24,3461,196,131552,72307,"1,84","3,09","3,17","1136,04","3,16","112,21"
18/03/24,3449,196,131568,72200,"1,84","3,11","3,17","1133,58","3,26","113,03"
18/03/24,3471,196,131671,72192,"1,84","3,12","3,17","1138,12","3,27","113,25"
18/03/24,3509,196,131662,72076,"1,82","3,10","3,18","1143,93","3,31","113,42"
18/03/24,3479,196,131696,71828,"1,83","3,12","3,18","1136,89","3,28","113,30"
18/03/24,3467,196,131544,71723,"1,85","3,13","3,18","1136,17","3,36","113,85"
18/03/24,3449,196,131463,71784,"1,83","3,12","3,17","1134,02","3,43","114,57"
18/03/24,3459,196,131516,71975,"1,85","3,18","3,17","1135,05","3,31","101,03"
18/03/24,3477,196,131694,71142,"1,84","3,10","3,18","1138,38","3,16","112,62"
18/03/24,3433,196,131410,71114,"1,85","3,06","3,17","1133,03","3,18","112,28"
18/03/24,3479,196,130430,69770,"1,81","3,13","3,19","1142,18","2,95","111,88"
18/03/24,3474,196,131189,70390,"1,84","3,11","3,19","1136,10","3,02","111,08"
18/03/24,3464,196,131283,70852,"1,82","3,15","3,19","1134,81","3,08","111,59"
18/03/24,3418,196,131249,70812,"1,83","3,17","3,18","1127,14","3,04","112,09"
18/03/24,3473,196,131170,70547,"1,82","3,12","3,19","1136,92","3,13","112,56"
18/03/24,3468,196,131042,70439,"1,82","3,16","3,19","1141,37","3,26","113,03"
18/03/24,3475,196,131497,70149,"1,82","3,15","3,19","1136,71","3,12","112,71"
18/03/24,3430,196,131069,70506,"1,83","3,12","3,17","1131,30","3,01","112,15"
18/03/24,3407,196,131307,70721,"1,84","3,17","3,18","1124,49","2,92","111,58"
18/03/24,3475,196,131581,70646,"1,84","3,15","3,18","1137,38","3,21","112,26"
18/03/24,3428,196,131453,70879,"1,84","3,14","3,19","1130,55","3,07","112,56"
18/03/24,3473,196,131572,71541,"1,83","3,13","3,18","1137,96","2,95","110,32"
19/03/24,3497,196,131520,70637,"1,83","3,17","3,20","1141,28","3,02","110,85"
19/03/24,3479,196,131300,70576,"1,83","3,16","3,18","1141,01","3,13","111,38"
19/03/24,3448,196,131117,70265,"1,86","3,14","3,19","1132,45","3,14","111,92"
19/03/24,3461,196,130960,70390,"1,83","3,14","3,20","1135,95","3,16","112,45"
19/03/24,3501,196,130620,70437,"1,85","3,15","3,19","1141,96","3,25","111,81"
19/03/24,3464,196,130352,70779,"1,87","3,19","3,19","1134,10","3,15","112,05"
19/03/24,3475,196,130483,71009,"1,81","3,16","3,19","1138,26","3,07","112,33"
19/03/24,3455,196,131262,71014,"1,84","3,14","3,19","1133,10","3,12","112,62"
19/03/24,3474,196,130623,70813,"1,82","3,13","3,18","1136,98","3,20","112,91"
19/03/24,3415,196,130431,70481,"1,83","3,22","3,19","1129,42","3,36","113,38"
19/03/24,3565,196,130846,70402,"1,84","3,18","3,22","1150,09","3,46","113,96"
19/03/24,3484,196,131439,70113,"1,85","3,12","3,22","1139,37","3,60","114,55"
19/03/24,3453,196,131706,69446,"1,82","3,19","3,21","1134,11","3,61","115,14"
19/03/24,3497,196,131530,69247,"1,84","3,18","3,20","1139,96","3,76","115,73"
19/03/24,3523,196,131602,69443,"1,85","3,15","3,22","1146,16","3,83","116,32"
19/03/24,3461,196,130008,69728,"1,85","3,18","3,20","1138,75","3,99","116,67"
19/03/24,3464,195,129433,68857,"1,82","3,16","3,20","1139,21","3,79","116,30"
19/03/24,3399,194,128746,70106,"1,84","3,17","3,21","1132,28","3,56","115,77"
19/03/24,3451,194,128853,70419,"1,84","3,15","3,19","1139,63","3,84","115,65"
19/03/24,3411,193,128120,69447,"1,82","3,15","3,21","1134,71","3,90","116,01"
19/03/24,3425,192,127379,68919,"1,83","3,17","3,19","1139,60","3,89","115,44"
19/03/24,3388,192,127548,68475,"1,82","3,15","3,21","1136,97","3,88","115,45"
19/03/24,3391,192,127436,68399,"1,83","3,17","3,22","1136,06","3,77","115,46"
19/03/24,3400,192,127376,68890,"1,83","3,16","3,20","1137,37","3,52","114,91"
20/03/24,3387,192,127337,68661,"1,84","3,15","3,21","1135,34","3,57","114,11"
20/03/24,3391,192,127202,69132,"1,84","3,18","3,21","1136,63","3,45","113,82"
20/03/24,3395,192,127180,69711,"1,85","3,16","3,20","1135,52","3,37","113,66"
20/03/24,3410,192,127140,69547,"1,83","3,14","3,20","1138,75","3,40","113,49"
20/03/24,3393,192,127293,69839,"1,85","3,16","3,20","1137,19","3,33","113,33"
20/03/24,3376,192,127277,70035,"1,84","3,17","3,21","1134,01","3,28","113,16"
20/03/24,3410,192,127638,70630,"1,85","3,16","3,19","1135,63","3,39","113,01"
20/03/24,3421,193,128702,70409,"1,85","3,15","3,19","1137,29","3,34","113,04"
20/03/24,3438,193,129337,70140,"1,84","3,17","3,19","1144,48","3,38","113,07"
20/03/24,3420,193,129107,69655,"1,83","3,14","3,21","1134,47","3,32","113,10"
20/03/24,3344,193,129246,69596,"1,85","3,17","3,22","1129,33","3,04","112,90"
20/03/24,3439,194,129845,69752,"1,83","3,15","3,20","1139,75","3,10","112,52"
20/03/24,3369,194,130065,69120,"1,82","3,16","3,20","1123,60","3,11","112,28"
20/03/24,3402,194,130161,70206,"1,81","3,18","3,20","1129,54","3,17","112,04"
20/03/24,3441,194,129931,70509,"1,83","3,12","3,19","1137,75","3,26","111,80"
20/03/24,3050,170,114774,51059,"1,75","3,19","3,25",Bad,"0,02","101,98"
20/03/24,3044,170,114560,15,"1,00","3,20","3,25",Bad,"0,04","86,10"
20/03/24,3044,170,110939,25,"1,00","1,01","3,25",Bad,"0,05","52,88"
20/03/24,3044,170,112588,35020,"1,30","3,40","3,34",Bad,"0,26","68,11"
20/03/24,3047,170,112192,51048,"1,72","3,15","3,23",Bad,"0,21","111,43"
20/03/24,3047,170,109674,51064,"1,78","3,25","3,27",Bad,"0,18","109,46"
20/03/24,3047,170,106985,50892,"1,80","3,23","3,27",Bad,"0,20","109,33"
20/03/24,3006,170,105213,50976,"1,76","3,23","3,28",Bad,"1,48","108,93"
20/03/24,3000,170,104202,52049,"1,77","3,19","3,28",Bad,"1,64","100,67"
21/03/24,2437,170,105866,53088,"1,72","3,24","3,27","979,89","1,35","98,58"
21/03/24,2623,170,106143,55405,"1,77","3,23","3,27","1022,90","0,99","94,89"
21/03/24,2675,170,110858,57324,"1,80","3,27","3,27","1030,54","1,28","96,65"
21/03/24,2734,173,114931,59749,"1,78","3,23","3,26","1044,65","1,79","102,62"
21/03/24,2802,176,117948,60556,"1,84","3,23","3,26","1047,02","1,86","103,02"
21/03/24,2877,179,120903,60736,"1,79","3,22","3,26","1054,78","2,08","105,08"
21/03/24,3024,180,121819,62077,"1,83","3,20","3,25","1088,02","2,54","107,47"
21/03/24,3039,183,123755,64719,"1,84","3,18","3,23","1090,54","2,65","109,84"
21/03/24,3139,184,124252,65008,"1,86","3,26","3,25","1104,33","2,72","109,90"
21/03/24,3265,184,123237,65487,"1,86","3,25","3,25","1140,92","3,18","113,27"
21/03/24,3341,186,124676,65386,"1,85","3,21","3,25","1142,59","3,58","114,79"
21/03/24,3276,186,123920,64221,"1,82","3,20","3,26","1133,72","3,13","113,43"
21/03/24,3294,186,123248,64699,"1,88","3,22","3,26","1138,12","3,05","112,23"
21/03/24,3318,186,123225,64415,"1,89","3,24","3,26","1141,03","3,22","112,17"
21/03/24,3238,186,123234,64360,"1,85","3,23","3,26","1126,67","3,07","112,19"
21/03/24,3280,187,123906,65062,"1,85","3,26","3,25","1133,36","3,03","112,21"
21/03/24,3302,187,124077,65467,"1,84","3,25","3,25","1137,33","3,19","112,23"
21/03/24,3314,187,123932,65240,"1,87","3,16","3,27","1139,83","3,20","112,25"
21/03/24,3299,187,123983,65457,"1,86","3,27","3,26","1138,83","2,93","112,15"
21/03/24,3282,187,124379,65924,"1,84","3,24","3,26","1131,73","2,61","110,38"
21/03/24,3339,188,125127,66261,"1,83","3,28","3,26","1137,71","2,53","108,73"
21/03/24,3270,188,124898,66566,"1,85","3,30","3,24","1127,06","2,52","108,81"
21/03/24,3314,188,124884,65450,"1,84","3,19","3,26","1136,61","2,59","108,90"
21/03/24,3344,188,124931,66094,"1,84","3,25","3,27","1142,02","2,65","108,98"
22/03/24,3333,188,125116,66293,"1,82","3,27","3,26","1139,73","2,64","109,07"
22/03/24,3277,188,124924,66411,"1,83","3,21","3,25","1129,01","2,56","108,38"
22/03/24,3279,188,124991,66588,"1,82","3,30","3,26","1134,93","1,97","106,08"
22/03/24,3264,188,125112,66106,"1,79","3,21","3,25","1131,51","1,45","101,80"
22/03/24,3306,188,124954,65741,"1,73","3,20","3,25","1133,42","1,16","97,09"
22/03/24,3312,188,124641,65456,"1,78","3,23","3,25","1132,98","1,06","96,22"
22/03/24,3298,188,124602,66125,"1,79","3,21","3,25","1131,72","1,17","97,11"
22/03/24,3380,188,124444,67440,"1,85","3,18","3,23","1132,25","2,20","104,47"
22/03/24,3288,188,124520,67101,"1,85","3,23","3,25","1130,50","2,46","108,67"
22/03/24,3352,188,124523,66027,"1,86","3,24","3,25","1139,18","2,46","107,50"
22/03/24,3255,188,124385,65668,"1,87","3,21","3,25","1123,61","2,46","108,10"
22/03/24,3292,188,124849,66013,"1,87","3,24","3,26","1130,64","2,51","107,95"
22/03/24,3318,188,124800,65588,"1,83","3,25","3,26","1136,38","2,34","107,66"
22/03/24,3324,188,124239,65700,"1,84","3,25","3,25","1139,28","2,15","105,83"
22/03/24,3327,188,123991,65539,"1,84","3,26","3,27","1134,19","1,90","103,59"
22/03/24,3357,188,124015,65715,"1,84","3,26","3,25","1138,93","2,16","104,95"
22/03/24,3292,188,124472,65920,"1,84","3,23","3,25","1127,52","2,14","105,89"
22/03/24,3289,188,124413,66020,"1,86","3,24","3,26","1125,18","2,09","104,72"
22/03/24,3285,188,124893,67508,"1,83","3,25","3,27","1126,93","1,91","104,62"
22/03/24,3304,188,125232,68132,"1,84","3,26","3,26","1129,15","2,18","105,49"
22/03/24,3353,188,125866,67678,"1,86","3,25","3,26","1136,93","2,46","107,31"
22/03/24,3264,188,126166,67632,"1,84","3,28","3,25","1127,11","2,59","108,96"
22/03/24,3307,188,125949,67264,"1,86","3,24","3,27","1130,04","2,77","110,04"
22/03/24,3323,188,125052,67540,"1,87","3,26","3,26","1132,67","2,86","111,12"
23/03/24,3287,188,125042,67008,"1,84","3,22","3,27","1128,25","3,07","112,14"
23/03/24,3345,188,124956,66956,"1,88","3,29","3,26","1137,05","3,04","112,71"
23/03/24,3340,188,125043,66367,"1,85","3,30","3,27","1136,59","3,25","113,29"
23/03/24,3268,188,125082,66690,"1,83","3,28","3,26","1127,22","2,93","112,20"
23/03/24,3362,188,125091,66476,"1,84","3,20","3,26","1137,22","3,70","115,15"
23/03/24,3243,188,124592,65913,"1,85","3,18","3,25","1127,74","3,77","115,85"
23/03/24,3310,188,124608,65863,"1,81","3,26","3,26","1133,52","2,67","109,54"
23/03/24,3303,188,124204,65686,"1,86","3,20","3,26","1128,10","2,34","107,37"
23/03/24,3285,188,124213,65396,"1,84","3,21","3,25","1127,30","2,51","108,81"
23/03/24,3301,188,124182,65616,"1,85","3,20","3,27","1129,71","2,74","109,06"
23/03/24,3313,188,124126,65906,"1,84","3,22","3,26","1132,34","2,89","110,51"
23/03/24,3278,188,124262,65747,"1,86","3,24","3,26","1126,23","2,80","110,87"
23/03/24,3319,188,124183,65326,"1,83","3,20","3,25","1132,16","2,80","110,19"
23/03/24,3279,188,124181,65748,"1,83","3,24","3,26","1120,94","2,77","110,88"
23/03/24,3296,188,123951,65011,"1,84","3,31","3,26","1127,77","3,20","112,56"
23/03/24,3302,188,124106,64859,"1,87","3,23","3,26","1129,94","3,11","113,24"
23/03/24,3320,188,124255,64857,"1,85","3,26","3,27","1132,51","3,21","112,94"
23/03/24,3289,188,124221,65451,"1,87","3,27","3,27","1125,61","3,19","112,64"
23/03/24,3319,188,125570,66502,"1,86","3,23","3,25","1135,70","2,89","110,10"
23/03/24,3318,188,126162,66498,"1,81","3,22","3,26","1135,18","2,80","110,31"
23/03/24,3360,188,125937,66082,"1,84","3,26","3,25","1137,76","3,14","110,92"
23/03/24,3287,188,125300,65620,"1,85","3,29","3,26","1126,74","3,43","113,48"
23/03/24,3271,188,125145,66475,"1,84","3,20","3,26","1129,22","3,19","113,69"
23/03/24,3302,188,125321,66282,"1,84","3,23","3,26","1130,78","3,29","113,52"
24/03/24,3328,188,125388,66287,"1,86","3,24","3,26","1133,27","3,17","113,34"
24/03/24,3339,188,125439,66043,"1,86","3,24","3,26","1132,35","3,16","113,17"
24/03/24,3295,188,125577,66233,"1,84","3,25","3,25","1127,06","3,12","113,00"
24/03/24,3297,188,125345,66470,"1,84","3,25","3,25","1129,52","3,23","112,80"
24/03/24,3317,188,125228,66337,"1,85","3,23","3,25","1133,02","3,23","112,58"
24/03/24,3320,188,125552,65732,"1,84","3,26","3,26","1134,60","3,22","112,37"
24/03/24,3305,188,125449,65948,"1,84","3,31","3,26","1129,67","3,11","112,16"
24/03/24,3310,188,125965,65978,"1,83","3,25","3,26","1131,37","2,86","111,77"
24/03/24,3307,188,125956,65986,"1,85","3,19","3,25","1130,90","2,74","110,97"
24/03/24,3290,189,126661,66871,"1,83","3,19","3,25","1126,29","2,82","110,47"
24/03/24,3335,190,127419,67502,"1,86","3,26","3,26","1129,81","2,90","110,48"
24/03/24,3307,190,127051,67777,"1,84","3,20","3,24","1125,27","2,76","110,50"
24/03/24,3302,190,127799,67937,"1,86","3,17","3,25","1123,43","2,59","110,20"
24/03/24,3336,190,128298,68209,"1,85","3,27","3,25","1129,49","2,69","109,90"
24/03/24,3355,190,129099,67837,"1,83","3,25","3,25","1133,34","2,62","109,60"
24/03/24,3348,191,129911,67986,"1,82","3,23","3,25","1128,70","2,54","109,30"
24/03/24,3362,191,130436,68129,"1,81","3,25","3,25","1131,22","2,48","109,00"
24/03/24,3346,191,130171,67962,"1,85","3,22","3,26","1128,41","2,65","109,02"
24/03/24,3436,193,131153,68805,"1,82","3,26","3,26","1139,18","2,81","109,48"
24/03/24,3384,193,131513,69303,"1,83","3,24","3,25","1127,47","2,77","109,85"
24/03/24,3396,193,131231,69600,"1,83","3,27","3,25","1130,46","2,79","109,99"
24/03/24,3420,194,132019,70561,"1,82","3,25","3,25","1132,38","2,85","110,13"
24/03/24,3406,194,131788,70219,"1,84","3,24","3,25","1130,95","2,83","110,28"
24/03/24,3412,194,131754,70127,"1,82","3,22","3,25","1130,26","2,81","110,42"
25/03/24,3419,194,131782,70164,"1,84","3,24","3,24","1131,53","2,82","110,56"
25/03/24,3399,194,131514,70279,"1,85","3,23","3,25","1130,64","2,85","110,70"
25/03/24,3399,194,131619,70393,"1,87","3,28","3,25","1128,31","2,87","110,85"
25/03/24,3414,194,131798,70755,"1,84","3,23","3,25","1129,86","2,90","110,82"
25/03/24,3412,194,131742,70881,"1,84","3,25","3,24","1130,09","2,88","110,50"
25/03/24,3410,194,130995,70630,"1,82","3,25","3,24","1127,93","2,71","110,24"
25/03/24,3412,194,130965,70610,"1,84","3,23","3,25","1130,48","2,83","110,07"
25/03/24,3421,194,131145,70751,"1,82","3,24","3,25","1129,25","2,67","109,89"
25/03/24,3420,194,131250,70557,"1,83","3,21","3,25","1133,58","2,61","109,71"
25/03/24,3441,194,130944,70708,"1,85","3,28","3,25","1135,26","2,60","109,53"
25/03/24,3422,194,131143,70517,"1,83","3,27","3,26","1132,32","2,48","109,36"
25/03/24,3445,194,131028,69954,"1,81","3,24","3,25","1136,20","2,57","109,18"
25/03/24,3435,195,131709,69506,"1,83","3,25","3,25","1130,23","2,61","109,14"
25/03/24,3431,195,131595,69281,"1,85","3,24","3,24","1131,57","2,64","109,12"
25/03/24,3425,195,131760,69898,"1,82","3,25","3,24","1129,83","2,62","108,65"
25/03/24,3465,195,131519,69376,"1,82","3,23","3,24","1136,64","2,63","109,20"
25/03/24,3444,195,131950,69667,"1,83","3,25","3,24","1131,74","2,67","109,76"
25/03/24,3434,195,131958,69205,"1,84","3,23","3,24","1130,66","2,76","110,32"
25/03/24,3415,195,131366,69410,"1,85","3,24","3,25","1125,79","2,82","110,88"
25/03/24,3444,195,131356,69651,"1,84","3,24","3,25","1131,23","3,08","111,41"
25/03/24,3428,195,130673,69758,"1,84","3,23","3,24","1130,91","3,17","111,88"
25/03/24,3432,195,131032,69793,"1,83","3,25","3,25","1129,71","3,23","112,35"
25/03/24,3442,195,130620,70162,"1,82","3,23","3,24","1131,28","3,22","112,82"
25/03/24,3435,195,130850,70050,"1,85","3,21","3,25","1132,67","3,08","112,79"
26/03/24,3442,195,130708,69989,"1,82","3,24","3,24","1133,26","3,14","112,65"
26/03/24,3450,195,130448,69553,"1,84","3,26","3,25","1134,54","3,28","112,52"
26/03/24,3425,195,130916,69772,"1,85","3,22","3,25","1128,84","3,08","112,38"
26/03/24,3409,195,130869,70101,"1,85","3,22","3,25","1128,27","3,14","112,39"
26/03/24,3436,195,131089,69371,"1,81","3,27","3,25","1130,76","3,31","112,30"
26/03/24,3432,195,130568,69905,"1,85","3,27","3,25","1130,03","3,14","111,89"
26/03/24,3410,195,130617,70577,"1,84","3,22","3,24","1126,59","2,93","111,48"
26/03/24,3476,195,130805,70242,"1,84","3,20","3,24","1137,67","3,10","111,40"
26/03/24,3430,195,130732,69694,"1,85","3,19","3,24","1129,15","3,10","111,72"
26/03/24,3440,195,130774,69584,"1,88","3,20","3,25","1134,28","3,10","111,94"
26/03/24,3414,195,130848,69232,"1,83","3,23","3,25","1126,80","3,08","112,07"
26/03/24,3446,195,130604,69115,"1,85","3,25","3,24","1134,29","3,01","112,20"
26/03/24,3434,195,130805,68921,"1,83","3,26","3,24","1129,94","3,07","112,33"
26/03/24,3452,195,130786,68792,"1,85","3,17","3,24","1133,66","3,28","112,58"
26/03/24,3371,195,130626,68706,"1,83","3,23","3,23","1117,96","3,30","113,15"
26/03/24,3446,195,130922,68103,"1,85","3,25","3,23","1133,85","3,47","113,73"
26/03/24,3457,195,130944,68260,"1,85","3,23","3,24","1135,30","3,48","114,31"
26/03/24,3446,195,130804,68169,"1,85","3,25","3,25","1130,50","3,49","113,12"
26/03/24,3472,195,131017,68854,"1,84","3,21","3,25","1137,73","3,45","112,95"
26/03/24,3374,195,130648,69485,"1,83","3,25","3,24","1122,21","3,32","112,77"
26/03/24,3431,195,130834,69454,"1,83","3,21","3,24","1130,63","3,25","112,60"
26/03/24,3439,195,130667,69434,"1,87","3,23","3,24","1130,91","3,19","112,43"
26/03/24,3391,195,130764,69532,"1,85","3,30","3,24","1123,24","3,17","112,26"
26/03/24,3429,195,130670,69836,"1,86","3,23","3,24","1131,12","3,17","112,09"
27/03/24,3452,195,131000,70193,"1,84","3,22","3,24","1133,52","3,06","111,92"
27/03/24,3419,195,130697,69819,"1,84","3,14","3,26","1130,02","3,02","111,74"
27/03/24,3428,195,130527,69978,"1,85","3,22","3,24","1130,45","3,00","111,54"
27/03/24,3428,195,130751,69826,"1,85","3,23","3,25","1131,33","2,98","111,33"
27/03/24,3454,195,130716,69675,"1,84","3,22","3,25","1132,22","2,99","111,13"
27/03/24,3448,195,130828,69456,"1,85","3,25","3,25","1132,15","3,09","111,24"
27/03/24,3463,195,130819,69077,"1,85","3,27","3,25","1136,89","3,14","111,52"
27/03/24,3432,195,129541,69327,"1,85","3,25","3,25","1128,59","3,14","111,80"
27/03/24,3440,195,129640,69094,"1,90","3,23","3,25","1130,66","3,17","112,08"
27/03/24,3424,195,129497,68543,"1,80","3,21","3,27","1132,33","2,98","111,19"
27/03/24,3401,195,130003,67532,"1,77","3,23","3,28","1126,07","2,96","111,09"
27/03/24,3452,195,130052,67809,"1,83","3,21","3,29","1134,49","3,15","111,18"
27/03/24,3440,195,130721,67341,"1,90","3,26","3,29","1132,02","3,10","111,32"
27/03/24,3425,195,130558,67175,"1,80","3,18","3,28","1130,51","3,05","111,46"
27/03/24,3436,195,130748,67328,"1,87","3,20","3,28","1131,29","3,04","111,60"
27/03/24,3458,195,130693,67721,"1,84","3,23","3,27","1132,45","3,07","111,74"
27/03/24,3370,195,130726,68205,"1,86","3,20","3,27","1122,70","2,93","111,75"
27/03/24,3445,195,130571,68072,"1,83","3,16","3,27","1134,70","2,89","111,69"
27/03/24,3432,195,130533,68235,"1,85","3,17","3,28","1131,33","2,90","111,63"
27/03/24,3443,195,130700,68364,"1,84","3,23","3,28","1133,50","2,99","111,57"
27/03/24,3437,195,130622,68320,"1,81","3,21","3,28","1131,84","3,03","111,60"
27/03/24,3433,195,130451,68470,"1,83","3,23","3,28","1129,57","3,09","111,71"
27/03/24,3415,195,130562,68701,"1,84","3,21","3,28","1128,76","3,13","111,82"
27/03/24,3435,195,130707,68407,"1,84","3,22","3,29","1131,01","3,13","111,92"
28/03/24,3437,195,130724,68496,"1,86","3,17","3,28","1132,30","2,94","110,73"
